Program,ProgramAbbr,AcademicYear,SchoolYear,CourseID,CourseName,CourseBegin,CourseEnd,Rotation,Campus,EvalName,EvalTitle,EvalType,EvaluatorUserID,EvaluatorNetID,EvaluatorFirst,EvaluatorLast,EvaluateeNetID,EvaluateeFirst,EvaluateeLast,QuestionID,QuestionNumber,QuestionType,QuestionText,ResponseNum,ResponseText,ResponseValue,SummaryStatus,Theme,RubricComment,evalLinkID,evalType,,
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517952,AnnA,Ann,Alexander,user9575,Charlie,Branscomb,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1520230,AnnA,Ann,Alexander,user9002,Plasti,Agnio,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Closed,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1520653,AnnA,Ann,Alexander,user9499,Jose,Angel,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Closed,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1520654,AnnA,Ann,Alexander,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Closed,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517943,AnnA,Ann,Alexander,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517944,AnnA,Ann,Alexander,wblack,Walter,Black,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517945,AnnA,Ann,Alexander,user9575,Charlie,Branscomb,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517946,AnnA,Ann,Alexander,MaryB9555,Mary,Barney,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517947,AnnA,Ann,Alexander,user9546,Cory,Bouffard,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517948,AnnA,Ann,Alexander,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517949,AnnA,Ann,Alexander,MaryB9555,Mary,Barney,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517950,AnnA,Ann,Alexander,wblack,Walter,Black,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517951,AnnA,Ann,Alexander,user9546,Cory,Bouffard,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517952,AnnA,Ann,Alexander,user9575,Charlie,Branscomb,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1520230,AnnA,Ann,Alexander,user9002,Plasti,Agnio,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Closed,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1520653,AnnA,Ann,Alexander,user9499,Jose,Angel,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,Closed,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1520654,AnnA,Ann,Alexander,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Closed,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,594336,jane,Jane,Alexandra,user9499,Jose,Angel,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,594337,jane,Jane,Alexandra,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,14030,MEDICINE,12/1/14,12/5/14,4,North Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500220,jane,Jane,Alexandra,jackben,Jack,Benimble,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,1063,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,594336,jane,Jane,Alexandra,user9499,Jose,Angel,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,594337,jane,Jane,Alexandra,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,14030,MEDICINE,12/1/14,12/5/14,4,North Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500220,jane,Jane,Alexandra,jackben,Jack,Benimble,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,1063,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400189,nmbancroft,Niecka,Bancroft,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400190,nmbancroft,Niecka,Bancroft,user9499,Jose,Angel,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400191,nmbancroft,Niecka,Bancroft,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400192,nmbancroft,Niecka,Bancroft,MaryB9555,Mary,Barney,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400193,nmbancroft,Niecka,Bancroft,user9563,Lindsey,Bart,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,1,Poor,2,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400194,nmbancroft,Niecka,Bancroft,newdemostudent,Will,Bertson,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400195,nmbancroft,Niecka,Bancroft,wblack,Walter,Black,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400196,nmbancroft,Niecka,Bancroft,user9533,Jackie,Blessey,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400197,nmbancroft,Niecka,Bancroft,user9546,Cory,Bouffard,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400198,nmbancroft,Niecka,Bancroft,user9575,Charlie,Branscomb,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,1,Poor,2,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400189,nmbancroft,Niecka,Bancroft,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400190,nmbancroft,Niecka,Bancroft,user9499,Jose,Angel,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400191,nmbancroft,Niecka,Bancroft,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,1,Never,0,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400192,nmbancroft,Niecka,Bancroft,MaryB9555,Mary,Barney,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400193,nmbancroft,Niecka,Bancroft,user9563,Lindsey,Bart,68,2,Radio,How often was this student prepared for their events?,1,Never,0,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400194,nmbancroft,Niecka,Bancroft,newdemostudent,Will,Bertson,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400195,nmbancroft,Niecka,Bancroft,wblack,Walter,Black,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400196,nmbancroft,Niecka,Bancroft,user9533,Jackie,Blessey,68,2,Radio,How often was this student prepared for their events?,1,Never,0,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400197,nmbancroft,Niecka,Bancroft,user9546,Cory,Bouffard,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,400198,nmbancroft,Niecka,Bancroft,user9575,Charlie,Branscomb,68,2,Radio,How often was this student prepared for their events?,1,Never,0,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301890,ld33,Louise,Dembry,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301891,ld33,Louise,Dembry,user9499,Jose,Angel,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301892,ld33,Louise,Dembry,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301893,ld33,Louise,Dembry,MaryB9555,Mary,Barney,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301890,ld33,Louise,Dembry,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301891,ld33,Louise,Dembry,user9499,Jose,Angel,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301892,ld33,Louise,Dembry,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,301893,ld33,Louise,Dembry,MaryB9555,Mary,Barney,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,580517,user4616,Bart,Steveman,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,580518,user4616,Bart,Steveman,MaryB9555,Mary,Barney,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,580519,user4616,Bart,Steveman,user9563,Lindsey,Bart,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,580517,user4616,Bart,Steveman,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,580518,user4616,Bart,Steveman,MaryB9555,Mary,Barney,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,580519,user4616,Bart,Steveman,user9563,Lindsey,Bart,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418997,admin,Leo,Administrator,user9503,Franny,Gold,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,Closed,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418997,admin,Leo,Administrator,user9503,Franny,Gold,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,Closed,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418997,admin,Leo,Administrator,user9503,Franny,Gold,239,3,List,Does this student meet the Course requirements?,5,Yes,20,Closed,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418989,sbohlson,Suzanne,Bohlson,user9503,Franny,Gold,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,PEDS eval #2,Clinical Faculty evaluating Students,3047941,sbohlson,Suzanne,Bohlson,user9503,Franny,Gold,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,125412,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418989,sbohlson,Suzanne,Bohlson,user9503,Franny,Gold,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,PEDS eval #2,Clinical Faculty evaluating Students,3047941,sbohlson,Suzanne,Bohlson,user9503,Franny,Gold,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,125412,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418989,sbohlson,Suzanne,Bohlson,user9503,Franny,Gold,239,3,List,Does this student meet the Course requirements?,5,Yes,20,,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,PEDS eval #2,Clinical Faculty evaluating Students,3047941,sbohlson,Suzanne,Bohlson,user9503,Franny,Gold,239,3,List,Does this student meet the Course requirements?,5,Yes,20,,,,125412,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418991,paul.preceptor,Paul,Preceptor,user9503,Franny,Gold,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418991,paul.preceptor,Paul,Preceptor,user9503,Franny,Gold,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2020/2021,MED Third Year,14558,Pediatric Clerkship,10/5/20,11/2/20,1,Main Campus,Clinical Faculty: Evaluation of students,(On-Demand) PEDs Clinical Eval,Clinical Faculty evaluating Students,2418991,paul.preceptor,Paul,Preceptor,user9503,Franny,Gold,239,3,List,Does this student meet the Course requirements?,5,Yes,20,,,,124645,CFS,S,F
MEDICINE,MD2011,SOM 2021/2022,MED Third Year,14441,Psychiatry Clerkship,10/1/20,3/1/21,1,Main Campus,Clinical Faculty: Evaluation of students,Clinical Faculty Evaluation of Students for Psyc 2018-2019,Faculty evaluating Students,1818619,LCMS-MAbouAssaly,Michael,Abouassaly,Lexi,Lexi,Hawks,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,123941,FOS,S,F
MEDICINE,MD2011,SOM 2021/2022,MED Third Year,14441,Psychiatry Clerkship,10/1/20,3/1/21,1,Main Campus,Clinical Faculty: Evaluation of students,Clinical Faculty Evaluation of Students for Psyc 2018-2019,Faculty evaluating Students,1818620,LCMS-MAbouAssaly,Michael,Abouassaly,user8343,Timothy,Jones,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,123941,FOS,S,F
MEDICINE,MD2011,SOM 2021/2022,MED Third Year,14441,Psychiatry Clerkship,10/1/20,3/1/21,1,Main Campus,Clinical Faculty: Evaluation of students,Clinical Faculty Evaluation of Students for Psyc 2018-2019,Faculty evaluating Students,1818621,LCMS-MAbouAssaly,Michael,Abouassaly,LStone,Lucy,Stone,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,123941,FOS,S,F
MEDICINE,MD2011,SOM 2021/2022,MED Third Year,14441,Psychiatry Clerkship,10/1/20,3/1/21,1,Main Campus,Clinical Faculty: Evaluation of students,Clinical Faculty Evaluation of Students for Psyc 2018-2019,Faculty evaluating Students,1818622,LCMS-MAbouAssaly,Michael,Abouassaly,MIann,Michael,Iann,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,1,Poor,2,,,,123941,FOS,S,F
MEDICINE,MD2011,SOM 2021/2022,MED Third Year,14441,Psychiatry Clerkship,10/1/20,3/1/21,1,Main Campus,Clinical Faculty: Evaluation of students,Clinical Faculty Evaluation of Students for Psyc 2018-2019,Faculty evaluating Students,1818619,LCMS-MAbouAssaly,Michael,Abouassaly,Lexi,Lexi,Hawks,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,123941,FOS,S,F
MEDICINE,MD2011,SOM 2021/2022,MED Third Year,14441,Psychiatry Clerkship,10/1/20,3/1/21,1,Main Campus,Clinical Faculty: Evaluation of students,Clinical Faculty Evaluation of Students for Psyc 2018-2019,Faculty evaluating Students,1818620,LCMS-MAbouAssaly,Michael,Abouassaly,user8343,Timothy,Jones,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,123941,FOS,S,F
